district_code,county_code,sub_county_code,sub_county_name
108,98,1,KAPIR
108,98,2,KOBWIN
108,98,3,MUKURA
108,98,4,NGORA
108,98,5,"NGORA TOWN COUNCIL"
108,98,6,"MUKURA TOWN COUNCIL"
108,98,7,"OPOT TOWN COUNCIL"
108,98,8,AGIRIGIROI
108,98,9,ATOOT
108,98,10,MORUKAKISE
108,98,11,ODWARAT
109,16,1,BIHANGA
109,16,2,BURERE
109,16,3,KARUNGU
109,16,4,RWENGWE
109,16,5,BITSYA
109,16,6,ENGAJU
109,16,7,NYAKISHANA
109,16,8,"NSIIKA TOWN COUNCIL"
109,16,9,"KASHENYI-KAJANI TOWN COUNCIL"
109,16,10,"NYAKAZIBA TOWN COUNCIL"
109,16,11,"NYAKASHAKA TOWN COUNCIL"
109,16,12,KYAHENDA
109,16,13,BUHUNGA
109,16,14,RUBENGYE
110,25,1,ALERO
110,25,2,"ANAKA (PAYIRA)"
110,25,3,KOCH-GOMA
110,25,4,PURONGO
110,25,5,"NWOYA TOWN COUNCIL"
110,25,6,"GOT APWOYO"
110,25,7,LII
110,25,8,LUNGULU
110,25,9,PAMINYAI
110,25,10,"PURONGO TOWN COUNCIL"
110,25,11,"KOCH GOMA TOWN COUNCIL"
111,89,1,ADILANG
111,89,2,"ADILANG TOWN COUNCIL"
111,89,3,LIRA-PALWO
111,89,4,LOKOLE
111,89,5,OMOT
111,89,6,AGENGO
111,89,7,AJALI
111,89,8,PATONGO
111,89,9,GEREGERE
111,89,10,LAPEREBONG
111,89,11,ARUM
111,89,12,KOTOMOR
111,89,13,LAMIYO
111,89,15,"PATONGO TOWN COUNCIL"
111,89,16,"AGAGO TOWN COUNCIL"
111,89,17,"LIRA-PALWO TOWN COUNCIL"
111,240,1,"WOL TOWN COUNCIL"
111,240,2,LAPONO
111,240,3,"LAI-MUTTO TOWN COUNCIL"
111,240,4,KUYWEE
111,240,5,"LIRA KATO"
111,240,6,PAIMOL
111,240,7,PARABONGO
111,240,9,WOL
111,240,10,"KALONGO TOWN COUNCIL"
111,240,14,"OMIYA PACWA"
112,17,1,"RUBIRIZI TOWN COUNCIL"
112,17,2,KATUNGURU
112,17,3,KICHWAMBA
112,17,4,RYERU
112,17,5,MAGAMBO
112,17,8,RUTOTO
112,222,1,KATERERA
112,222,6,KATANDA
112,222,7,KYABAKARA
112,222,9,"KATERERA TOWN COUNCIL"
112,222,10,KIRUGU
113,82,1,NYABUTANZI
113,82,2,KAGADI
113,82,3,KIRYANGA
113,82,4,KYANAISOKE
113,82,5,MABAALE
113,82,6,ISUNGA
113,82,7,KAMUROZA
113,82,8,KINYARUGONJO
113,82,9,"KAGADI TOWN COUNCIL"
113,82,10,KICUCURA
113,82,11,KABAMBA
113,82,13,KYENZIGE
113,82,14,"KYENZIGE TOWN COUNCIL"
113,82,15,PACHWA
113,220,1,BWIKARA
113,220,2,KYAKABADIIMA
113,220,3,"MUHORRO TOWN COUNCIL"
113,220,4,GALIBOLEKA
113,220,5,MAIRIRWE
113,220,6,MPEEFU
113,220,7,MUHORRO
113,220,8,RUGASHARI
113,220,9,NYAKARONGO
113,220,10,BURORA
113,220,11,"MPEEFU YA SANDE TOWN COUNCIL"
113,220,12,KYATEREKERA
113,220,13,"KYATEREKERA TOWN COUNCIL"
113,220,14,NDAIGA
113,220,15,KANYABEEBE
113,220,16,RUTEETE
113,220,17,BUHUMULIRO
114,81,1,BWANSWA
114,81,2,KAKINDO
114,81,3,KASAMBYA
114,81,4,"KAKUMIRO TOWN COUNCIL"
114,81,5,NALWEYO
114,81,6,"IGAYAZA TOWN COUNCIL"
114,81,7,BIREMBO
114,81,8,KITAIHUKA
114,81,9,KIKWAYA
114,81,10,KIJANGI
114,81,11,KISENGWE
114,81,12,KYABASAIJA
114,81,13,"KAKINDO TOWN COUNCIL"
114,81,14,KIKOORA
114,219,1,KATIKARA
114,219,2,"KISIITA TOWN COUNCIL"
114,219,3,KIBIJJO
114,219,4,KISIITA
114,219,5,MWITANZIGE
114,219,6,NKOOKO
114,219,8,MPASAANA
115,26,1,"ACET TOWN COUNCIL"
115,26,2,AKIDI
115,26,3,LAKWANA
115,26,4,LALOGI
115,26,5,ODEK
115,26,6,LAKWAYA
115,26,7,"OMORO TOWN COUNCIL"
115,26,8,ORAPWOYO
115,280,1,BOBI
115,280,2,KORO
115,280,3,"PALENGA TOWN COUNCIL"
115,280,4,LABORA
115,280,5,ABUGA
115,280,6,ONGAKO
115,280,7,AREMO
116,47,1,BUBARE
116,47,2,HAMURWA
116,47,3,"HAMURWA TOWN COUNCIL"
116,47,4,NYAMWEERU
116,48,1,BUFUNDI
116,48,2,IKUMBA
116,48,3,MUKO
116,48,4,RUHIJA
116,48,5,"RUBANDA TOWN COUNCIL"
117,51,1,BUHEESI
117,51,2,KIBIITO
117,51,3,KISOMORO
117,51,4,RWIMI
117,51,5,KATEEBWA
117,51,6,"KIBIITO TOWN COUNCIL"
117,51,7,"RWIMI TOWN COUNCIL"
117,51,8,KABONERO
117,51,9,"RUBONA TOWN COUNCIL"
117,51,10,KIYOMBYA
117,51,11,"KYAMUKUBE TOWN COUNCIL"
117,51,12,"BUHEESI TOWN COUNCIL"
118,188,1,BUTEBO
118,188,2,KABWANGASI
118,188,3,KAKORO
118,188,4,"KABWANGASI TOWN COUNCIL"
118,188,5,PETETE
118,188,6,KANGINIMA
118,188,7,"KAKORO TOWN COUNCIL"
118,188,8,MAIZIMASA
118,188,9,KACHURU
118,188,10,PUTTI
118,188,11,KADOKOLENE
118,188,12,KANYUM
118,188,13,KABELAI
118,188,14,KAPUNYASI
119,192,1,KAKUUTO
119,192,2,KASASA
119,192,3,"KASENSERO TOWN COUNCIL"
119,192,4,"MUTUKULA TOWN COUNCIL"
119,192,5,KYEBE
119,192,6,NANGOMA
119,194,1,KABIRA
119,194,2,KALISIZO
119,194,3,"KASAALI TOWN COUNCIL"
119,194,4,KIRUMBA
119,194,5,"KYOTERA TOWN COUNCIL"
119,194,6,LWANKONI
119,194,7,NABIGASA
119,194,8,"KALISIZO TOWN COUNCIL"
120,127,1,BUWABWALA
120,127,2,BUMWONI
120,127,3,BUMBO
120,127,4,BUPOTO
120,127,5,BUBUTU
120,127,6,MAGALE
120,127,7,NAMABYA
120,127,8,TSEKULULU
120,127,9,"LWAKHAKHA TOWN COUNCIL"
120,127,10,BUKOKHO
120,127,11,MUKOTO
120,127,12,NAMBOKO
120,127,13,BUKIABI
120,127,14,BUKHABUSI
120,127,15,BUKHAWEKA
120,127,16,"NAMISINDWA TOWN COUNCIL"
120,127,17,"MAGALE TOWN COUNCIL"
120,127,18,"BUMBO TOWN COUNCIL"
120,127,19,BUMITYERO
120,127,20,NAMITSA
120,127,21,BUWAMBWA
120,127,22,NABITSIKHI
120,127,23,BUWATUWA
120,127,24,BUMUMALI
120,127,25,BUNGATI
120,127,26,MUKHUYU
121,181,1,PAKWACH
121,181,2,"PAKWACH TOWN COUNCIL"
121,181,3,PANYANGO
121,181,4,PANYIMUR
121,181,5,WADELAI
121,181,6,ALWI
121,181,7,"PANYIMUR TOWN COUNCIL"
121,181,8,DEI
121,181,9,RAGEM
121,181,10,POKWERO
122,49,1,BUKINDA
122,49,2,KAMWEZI
122,49,3,KASHAMBYA
122,49,4,RWAMUCUCU
122,49,5,"MUHANGA TOWN COUNCIL"
122,49,6,"MPARO TOWN COUNCIL"
123,30,1,BUYANGA
123,30,2,IBULANKU
123,30,3,MAKUUTU
123,30,4,NAMALEMBA
123,30,5,"BUSEMBATIA TOWN COUNCIL"
123,30,6,IGOMBE
124,202,1,ACOWA
124,202,2,KAPELEBYONG
124,202,3,OBALANGA
124,202,4,AKOROMIT
